EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0372,SOFT BAKE,ANNEAL METAL 1,IMPLANT CHANNEL STOP,CLEAN AFTER POLY ETCH,CMP VIA FILL
valid_0373,CURE PASSIVATION,CLEAN AFTER METAL ETCH,LEAKAGE TEST,DEPOSIT TUNGSTEN SEED,OPEN PAD WINDOW
valid_0374,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DENSIFY OXIDE,ANNEAL METAL,ANNEAL METAL 1
valid_0375,CURE PASSIVATION,CLEAN AFTER METAL ETCH,DEPOSIT TUNGSTEN SEED,BACKSIDE ANNEAL,IMPLANT WELL
valid_0376,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,HARD BAKE,DEVELOP PHOTORESIST,DENSIFY DIELECTRIC
valid_0377,CURE PASSIVATION,CLEAN AFTER METAL ETCH,DEPOSIT PASSIVATION,DEPOSIT TUNGSTEN SEED,DEPOSIT PASSIVATION LAYER
valid_0378,CMP DIELECTRIC,CMP INTERLAYER DIELECTRIC,SPIN COAT PHOTORESIST,HARD BAKE,DENSIFY DIELECTRIC
valid_0379,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE LINE WIDTH,MEASURE OPENING CD,SPIN COAT PHOTORESIST
valid_0380,SPIN COAT PHOTORESIST,MEASURE POLY THICKNESS,MEASURE METAL THICKNESS,MEASURE FILM THICKNESS,HARD BAKE
valid_0381,CURE PASSIVATION,CLEAN AFTER METAL ETCH,DEPOSIT TUNGSTEN SEED,MEASURE PASSIVATION THICKNESS,DENSIFY OXIDE
valid_0382,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DENSIFY OXIDE,DENSIFY DIELECTRIC,ANNEAL METAL
valid_0383,CURE PASSIVATION,CLEAN AFTER METAL ETCH,IMPLANT WELL,MEASURE OPENING CD,MEASURE PASSIVATION THICKNESS
valid_0384,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DENSIFY OXIDE,DENSIFY DIELECTRIC,MEASURE FILM THICKNESS
valid_0385,CURE PASSIVATION,CLEAN AFTER METAL ETCH,DENSIFY OXIDE,BACKSIDE ANNEAL,DENSIFY DIELECTRIC
valid_0386,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DENSIFY OXIDE,DENSIFY DIELECTRIC,ANNEAL METAL
valid_0387,CURE PASSIVATION,CLEAN AFTER METAL ETCH,DEPOSIT TUNGSTEN SEED,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW
valid_0388,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DENSIFY OXIDE,MEASURE FILM THICKNESS,ANNEAL METAL
valid_0389,CURE PASSIVATION,CLEAN AFTER METAL ETCH,DEPOSIT BACKSIDE METAL,BACKSIDE ANNEAL,DEPOSIT TUNGSTEN SEED
valid_0390,SPIN COAT PHOTORESIST,MEASURE METAL THICKNESS,MEASURE POLY THICKNESS,MEASURE FILM THICKNESS,PRE ANNEAL CHECK
valid_0391,CURE PASSIVATION,CLEAN AFTER METAL ETCH,DEPOSIT TUNGSTEN SEED,OPEN PAD WINDOW,DRY WAFER
valid_0392,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DENSIFY OXIDE,ANNEAL METAL,ANNEAL METAL 1
valid_0393,CURE PASSIVATION,CLEAN AFTER METAL ETCH,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,MEASURE PASSIVATION THICKNESS
valid_0394,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DENSIFY OXIDE,DENSIFY DIELECTRIC,ANNEAL METAL
valid_0395,CURE PASSIVATION,CLEAN AFTER METAL ETCH,DEPOSIT TUNGSTEN SEED,MEASURE PASSIVATION THICKNESS,IMPLANT WELL
valid_0396,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DENSIFY OXIDE,ANNEAL METAL,ANNEAL METAL 1
valid_0397,CURE PASSIVATION,CLEAN AFTER METAL ETCH,DEPOSIT TUNGSTEN SEED,DRY WAFER,OPEN PAD WINDOW
valid_0398,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DENSIFY OXIDE,DENSIFY DIELECTRIC,ANNEAL METAL
valid_0399,CURE PASSIVATION,CLEAN AFTER METAL ETCH,DEPOSIT TUNGSTEN SEED,OPEN BOND PAD WINDOW,OPEN PAD WINDOW
valid_0400,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,SPIN COAT PHOTORESIST,HARD BAKE
valid_0401,CURE PASSIVATION,CLEAN AFTER METAL ETCH,DEPOSIT PASSIVATION LAYER,OPEN BOND PAD WINDOW,DEPOSIT PASSIVATION
valid_0402,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,VIA ETCH,HARD BAKE,OXIDE ETCH DRY
valid_0403,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEPOSIT INTERLEVEL DIELECTRIC
valid_0404,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,HARD BAKE,SPIN COAT PHOTORESIST
valid_0405,CURE PASSIVATION,CLEAN AFTER METAL ETCH,LEAKAGE TEST,OPEN PAD WINDOW,EPITAXIAL DEPOSITION
valid_0406,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,VIA ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER ETCH
valid_0407,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PRE ANNEAL CHECK,HARD BAKE
valid_0408,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,HARD BAKE,WAFER SORT TEST
valid_0409,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,BACKSIDE THINNING CHECK,DEVELOP PHOTORESIST,ANNEAL OXIDE
valid_0410,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,HARD BAKE,SPIN COAT PHOTORESIST
valid_0411,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,CURE PASSIVATION,MEASURE PASSIVATION QUALITY,CLEAN AFTER METAL ETCH
valid_0412,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,CLEAN AFTER VIA ETCH,DENSIFY OXIDE
valid_0413,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,CLEAN AFTER METAL ETCH,ANNEAL OXIDE,BACKSIDE THINNING CHECK
valid_0414,DEPOSIT TUNGSTEN SEED,CLEAN AFTER VIA ETCH,ANNEAL DIELECTRIC,ALIGN MASK LEVEL 3,DEPOSIT METAL SEED
valid_0415,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,HARD BAKE,PRE ANNEAL CHECK
valid_0416,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER ETCH,CLEAN PAD OPENING,CLEAN AFTER POLY ETCH
valid_0417,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,FINAL LOT RELEASE,LOT RELEASE
valid_0418,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,FINAL PARTICLE INSPECTION,CLEAN AFTER VIA ETCH
valid_0419,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,VIA OPENING INSPECTION,VIA INSPECTION,CLEAN PAD OPENING
valid_0420,DEPOSIT TUNGSTEN SEED,DEPOSIT METAL SEED,CLEAN AFTER VIA ETCH,OXIDE STRIP,ALIGN MASK LEVEL 3
valid_0421,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,HARD BAKE,PRE ANNEAL CHECK
valid_0422,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,VIA ETCH
valid_0423,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,CLEAN PAD OPENING,VIA OPENING INSPECTION,VIA INSPECTION
valid_0424,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,MEASURE SURFACE UNIFORMITY,DENSIFY OXIDE
valid_0425,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FINAL LOT RELEASE
valid_0426,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,HARD BAKE,SPIN COAT PHOTORESIST
valid_0427,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,ANNEAL OXIDE,CLEAN AFTER METAL ETCH,CURE PASSIVATION
valid_0428,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,CLEAN AFTER VIA ETCH,DENSIFY OXIDE
valid_0429,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PRE ANNEAL CHECK,HARD BAKE
valid_0430,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,HARD BAKE,SPIN COAT PHOTORESIST
valid_0431,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEPOSIT INTERLEVEL DIELECTRIC
valid_0432,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,HARD BAKE,DIELECTRIC ETCH VIA,METAL ETCH DRY
valid_0433,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,BACKSIDE THINNING CHECK,CLEAN AFTER METAL ETCH,CURE PASSIVATION
valid_0434,VIA OPENING INSPECTION,VIA INSPECTION,VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC
valid_0435,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE LINE WIDTH,YIELD ANALYSIS,DEPOSIT BARRIER METAL
valid_0436,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,HARD BAKE,SPIN COAT PHOTORESIST
valid_0437,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,CURE PASSIVATION,MEASURE PASSIVATION QUALITY,ANNEAL OXIDE
valid_0438,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,VIA ETCH
valid_0439,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,HARD BAKE,PRE ANNEAL CHECK
valid_0440,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER POLY ETCH,VIA OPENING INSPECTION,VIA INSPECTION
valid_0441,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEPOSIT INTERLEVEL DIELECTRIC,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY
valid_0442,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER ETCH
valid_0443,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,FINAL LOT RELEASE,LOT RELEASE
valid_0444,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER ETCH,VIA OPENING INSPECTION
valid_0445,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,FINAL LOT RELEASE,MEASURE PASSIVATION QUALITY
valid_0446,HARD BAKE,VIA ETCH THROUGH DIELECTRIC,VIA ETCH,DIELECTRIC ETCH VIA,METAL ETCH DRY
valid_0447,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,HARD BAKE,CURE PASSIVATION,OPEN PAD WINDOW LITHO
valid_0448,CLEAN AFTER VIA ETCH,VIA OPENING INSPECTION,VIA INSPECTION,CLEAN PAD OPENING,CLEAN AFTER POLY ETCH
valid_0449,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FILL VIA METAL
valid_0450,CLEAN AFTER VIA ETCH,CLEAN PAD OPENING,CLEAN AFTER METAL ETCH,CLEAN AFTER ETCH,DEPOSIT TUNGSTEN SEED
valid_0451,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FINAL LOT RELEASE
valid_0452,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,HARD BAKE,SPIN COAT PHOTORESIST
valid_0453,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,CURE PASSIVATION,OPEN PAD WINDOW LITHO,HARD BAKE
valid_0454,DEPOSIT TUNGSTEN SEED,CLEAN AFTER VIA ETCH,ALIGN MASK LEVEL 3,DEPOSIT METAL SEED,OXIDE STRIP
valid_0455,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,HARD BAKE,METAL ETCH DRY
valid_0456,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,HARD BAKE,SPIN COAT PHOTORESIST
valid_0457,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,CURE PASSIVATION,OPEN PAD WINDOW LITHO,HARD BAKE
valid_0458,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT POLYSILICON,FINAL GEOMETRY CHECK,CLEAN AFTER VIA ETCH
valid_0459,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PRE ANNEAL CHECK,HARD BAKE
valid_0460,HARD BAKE,VIA ETCH THROUGH DIELECTRIC,VIA ETCH,DIELECTRIC ETCH VIA,METAL ETCH DRY
valid_0461,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,CURE PASSIVATION
valid_0462,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,VIA INSPECTION,VIA OPENING INSPECTION,CLEAN AFTER FIELD ETCH
valid_0463,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,METAL PATTERN INSPECTION,WAFER SORT TEST
valid_0464,MEASURE VIA CD,DEPOSIT BARRIER METAL,DENSIFY OXIDE,DENSIFY DIELECTRIC,DRY WAFER
valid_0465,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,PRE ANNEAL CHECK,HARD BAKE
valid_0466,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,DENSIFY DIELECTRIC,DENSIFY OXIDE
valid_0467,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,CLEAN AFTER METAL ETCH,CURE PASSIVATION,ANNEAL OXIDE
valid_0468,CLEAN AFTER VIA ETCH,DIELECTRIC ETCH VIA,VIA ETCH,CLEAN AFTER FIELD ETCH,VIA ETCH THROUGH DIELECTRIC
valid_0469,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FINAL LOT RELEASE
valid_0470,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,CLEAN AFTER VIA ETCH,STRIP RESIST
valid_0471,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,HARD BAKE,PRE ANNEAL CHECK
valid_0472,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,VIA ETCH,VIA OPENING INSPECTION,VIA INSPECTION
valid_0473,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,CURE PASSIVATION,OPEN PAD WINDOW LITHO,WAFER SORT TEST
valid_0474,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,HARD BAKE,SPIN COAT PHOTORESIST
valid_0475,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,ANNEAL OXIDE,CLEAN AFTER METAL ETCH,CURE PASSIVATION
valid_0476,CLEAN AFTER VIA ETCH,VIA ETCH,CLEAN AFTER POLY ETCH,DIELECTRIC ETCH VIA,CLEAN AFTER FIELD ETCH
valid_0477,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,LOT RELEASE,FINAL LOT RELEASE,MEASURE PASSIVATION THICKNESS
valid_0478,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER METAL ETCH,DEPOSIT TUNGSTEN SEED,VIA ETCH
valid_0479,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FINAL LOT RELEASE
valid_0480,DEPOSIT BARRIER METAL,MEASURE VIA CD,BACKSIDE CLEAN,DEPOSIT PASSIVATION LAYER,CLEAN AFTER VIA ETCH
valid_0481,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,METAL PATTERN INSPECTION,MEASURE PASSIVATION QUALITY
valid_0482,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN PAD OPENING,DEPOSIT TUNGSTEN SEED,CLEAN AFTER FIELD ETCH
valid_0483,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,CLEAN PAD OPENING,VIA OPENING INSPECTION,DEPOSIT BACKSIDE PROTECTION
valid_0484,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH
valid_0485,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,CURE PASSIVATION
valid_0486,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,HARD BAKE,SPIN COAT PHOTORESIST
valid_0487,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,FINAL LOT RELEASE,LOT RELEASE,DEPOSIT INTERLEVEL DIELECTRIC
valid_0488,DIELECTRIC ETCH VIA,VIA ETCH THROUGH DIELECTRIC,VIA ETCH,HARD BAKE,OXIDE ETCH DRY
valid_0489,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,ANNEAL OXIDE,CLEAN AFTER METAL ETCH,CURE PASSIVATION
valid_0490,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0491,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,METAL PATTERN INSPECTION
valid_0492,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,CLEAN AFTER VIA ETCH,DENSIFY OXIDE
valid_0493,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,CLEAN AFTER METAL ETCH,CURE PASSIVATION,DEVELOP PHOTORESIST
valid_0494,DEPOSIT TUNGSTEN SEED,CLEAN AFTER VIA ETCH,DEPOSIT METAL SEED,ALIGN MASK LEVEL 3,ANNEAL DIELECTRIC
valid_0495,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,METAL ETCH DRY,VIA OPENING INSPECTION,VIA INSPECTION
valid_0496,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,CLEAN AFTER VIA ETCH,DENSIFY OXIDE
valid_0497,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FINAL LOT RELEASE
valid_0498,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,DENSIFY OXIDE,CLEAN AFTER VIA ETCH
valid_0499,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,CLEAN AFTER METAL ETCH,ANNEAL OXIDE,CURE PASSIVATION
valid_0500,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,DENSIFY OXIDE,DENSIFY DIELECTRIC
valid_0501,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,DEPOSIT INTERLEVEL DIELECTRIC,FINAL LOT RELEASE,LOT RELEASE
valid_0502,DIELECTRIC ETCH VIA,VIA ETCH,VIA ETCH THROUGH DIELECTRIC,HARD BAKE,METAL ETCH DRY
valid_0503,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,CURE PASSIVATION,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS
valid_0504,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,CLEAN AFTER VIA ETCH,DENSIFY OXIDE
valid_0505,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,HARD BAKE,PRE ANNEAL CHECK
valid_0506,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,CLEAN AFTER VIA ETCH,DENSIFY OXIDE
valid_0507,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,VIA OPENING INSPECTION,VIA INSPECTION,METAL PATTERN INSPECTION
valid_0508,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,HARD BAKE,SPIN COAT PHOTORESIST
valid_0509,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FINAL LOT RELEASE
valid_0510,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,HARD BAKE,SPIN COAT PHOTORESIST
valid_0511,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FINAL LOT RELEASE
valid_0512,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,HARD BAKE,MEASURE LINE WIDTH
valid_0513,DEPOSIT PASSIVATION LAYER,DEPOSIT PASSIVATION,MEASURE LINE WIDTH,YIELD ANALYSIS,CURE PASSIVATION
valid_0514,DEPOSIT BARRIER METAL,MEASURE VIA CD,CLEAN AFTER VIA ETCH,DEPOSIT TUNGSTEN SEED,DEPOSIT BACKSIDE PROTECTION
valid_0515,STRIP RESIST,STRIP PHOTORESIST,STRIP RESIST LEVEL 2,HARD BAKE,METAL ETCH DRY
valid_0516,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,CLEAN AFTER VIA ETCH,DENSIFY OXIDE
valid_0517,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,HARD BAKE,PRE ANNEAL CHECK
valid_0518,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,CLEAN AFTER VIA ETCH,MEASURE SURFACE UNIFORMITY
valid_0519,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,CLEAN AFTER METAL ETCH,CURE PASSIVATION,ANNEAL OXIDE
valid_0520,HARD BAKE,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA,VIA ETCH,METAL ETCH DRY
valid_0521,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,BACKSIDE THINNING CHECK,CLEAN AFTER METAL ETCH,CURE PASSIVATION
valid_0522,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT BACKSIDE PROTECTION,DEPOSIT TUNGSTEN SEED,DEPOSIT PASSIVATION LAYER
valid_0523,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,CLEAN PAD OPENING,FIELD PATTERN INSPECTION,VIA OPENING INSPECTION
valid_0524,CLEAN AFTER VIA ETCH,CLEAN PAD OPENING,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER METAL ETCH
valid_0525,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FINAL LOT RELEASE
valid_0526,CLEAN AFTER VIA ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH
valid_0527,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PRE ANNEAL CHECK,HARD BAKE
valid_0528,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER FIELD ETCH,VIA ETCH,CLEAN AFTER METAL ETCH
valid_0529,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,HARD BAKE,PRE ANNEAL CHECK
valid_0530,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER METAL ETCH,VIA ETCH,DIELECTRIC ETCH VIA
valid_0531,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PRE ANNEAL CHECK,HARD BAKE
valid_0532,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,VIA ETCH,CLEAN AFTER METAL ETCH,CLEAN AFTER ETCH
valid_0533,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,POST EXPOSE BAKE,MEASURE PASSIVATION QUALITY
valid_0534,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,HARD BAKE,METAL ETCH DRY
valid_0535,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,CURE PASSIVATION,MEASURE PASSIVATION THICKNESS
valid_0536,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER POLY ETCH,CLEAN PAD OPENING
valid_0537,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,FINAL LOT RELEASE,LOT RELEASE,FILL VIA METAL
valid_0538,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,CLEAN AFTER VIA ETCH,DENSIFY DIELECTRIC
valid_0539,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PRE ANNEAL CHECK,HARD BAKE
valid_0540,CLEAN AFTER VIA ETCH,CLEAN AFTER POLY ETCH,CLEAN AFTER METAL ETCH,DEPOSIT TUNGSTEN SEED,VIA INSPECTION
valid_0541,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FINAL LOT RELEASE
valid_0542,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,CLEAN AFTER VIA ETCH,MEASURE SURFACE UNIFORMITY
valid_0543,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,VIA OPENING INSPECTION,VIA INSPECTION,SHIP LOT
valid_0544,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,HARD BAKE,DEVELOP PHOTORESIST
valid_0545,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FINAL LOT RELEASE
valid_0546,MEASURE VIA CD,DEPOSIT BARRIER METAL,DRY WAFER,MEASURE SURFACE UNIFORMITY,CLEAN AFTER VIA ETCH
valid_0547,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW,POST EXPOSE BAKE,HARD BAKE,PRE ANNEAL CHECK
valid_0548,CLEAN AFTER VIA ETCH,CLEAN AFTER FIELD ETCH,CLEAN AFTER ETCH,CLEAN AFTER METAL ETCH,CLEAN PAD OPENING
valid_0549,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,FILL VIA METAL
valid_0550,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,HARD BAKE,SPIN COAT PHOTORESIST
valid_0551,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,CURE PASSIVATION,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
